provider_pinned,n_frames,rep,model,served_by_provider,response,prompt_tokens,completion_tokens,cost,error
together,31,0,google/gemma-4-31b-it,Together,A small white cross moves from left to right across a black background.,2286,15,0.00090609,
together,32,0,google/gemma-4-31b-it,Together,A small white cross moves from left to right across a black background.,2359,15,0.00093456,
together,33,0,google/gemma-4-31b-it,Together,A small white plus sign moves across a black background from the left to the right.,2359,18,0.00093747,
together,34,0,google/gemma-4-31b-it,Together,A small white cross moves from left to right across a black background.,2359,15,0.00093456,
together,35,0,google/gemma-4-31b-it,Together,A small white plus sign moves horizontally across a black background from left to right before disappearing.,2359,19,0.00093844,
together,36,0,google/gemma-4-31b-it,Together,A small white cross moves across a black screen from left to right.,2359,15,0.00093456,
together,37,0,google/gemma-4-31b-it,Together,A white cross moves across a black screen from left to right.,2359,14,0.00093359,
together,38,0,google/gemma-4-31b-it,Together,A small white plus sign moves across a black background from left to right.,2359,16,0.00093553,
together,39,0,google/gemma-4-31b-it,Together,A small white plus sign moves across a black background from left to right before disappearing.,2359,18,0.00093747,
together,40,0,google/gemma-4-31b-it,Together,A small white plus sign moves across a black background from left to right before disappearing.,2359,18,0.00093747,
together,41,0,google/gemma-4-31b-it,Together,A white plus sign moves diagonally from the top left to the bottom right against a black background before disappearing.,2359,22,0.00094135,
together,42,0,google/gemma-4-31b-it,Together,A small white cross moves horizontally from left to right across a black screen before disappearing.,2359,18,0.00093747,
together,43,0,google/gemma-4-31b-it,Together,A small white cross moves across a black background from left to right before disappearing.,2359,17,0.0009365,
together,44,0,google/gemma-4-31b-it,Together,A small white plus sign moves across a black screen from left to right and then disappears.,2359,19,0.00093844,
together,45,0,google/gemma-4-31b-it,Together,A small white plus sign moves across a black screen from left to right before disappearing.,2359,18,0.00093747,
modelrun,1,0,google/gemma-4-31b-it,ModelRun,The video consists of a black screen with a small white cross in the center.,96,17,8.9e-05,
modelrun,2,0,google/gemma-4-31b-it,ModelRun,A white plus sign is displayed against a solid black background.,169,13,0.00013975,
modelrun,3,0,google/gemma-4-31b-it,ModelRun,A small white cross is centered on a black background.,242,12,0.0001935,
modelrun,4,0,google/gemma-4-31b-it,ModelRun,A small white plus sign is centered on a solid black background.,315,14,0.00025025,
modelrun,5,0,google/gemma-4-31b-it,ModelRun,A small white cross is centered on a black background.,388,12,0.000303,
modelrun,6,0,google/gemma-4-31b-it,ModelRun,A small white cross is centered on a black background.,461,12,0.00035775,
modelrun,7,0,google/gemma-4-31b-it,ModelRun,A white plus sign is centered on a black background.,534,12,0.0004125,
modelrun,8,0,google/gemma-4-31b-it,ModelRun,A white cross moves across a black background.,607,10,0.00046525,
modelrun,9,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves across a black background.,680,11,0.000521,
modelrun,10,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves across a black background.,753,12,0.00057675,
modelrun,11,0,google/gemma-4-31b-it,ModelRun,A small white cross moves slowly across a black screen.,826,12,0.0006315,
modelrun,12,0,google/gemma-4-31b-it,ModelRun,A small white cross is centered against a black background.,899,12,0.00068625,
modelrun,13,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves diagonally across a black background.,972,12,0.000741,
modelrun,14,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves diagonally across a black background.,1045,12,0.00079575,
modelrun,15,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally across a black background.,1118,12,0.0008505,
modelrun,16,0,google/gemma-4-31b-it,ModelRun,A small white cross moves across a black background.,1191,11,0.00090425,
modelrun,17,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally from the upper-left toward the center of a black screen.,1264,20,0.000968,
modelrun,18,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves diagonally across a black background.,1337,13,0.00101575,
modelrun,19,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves diagonally across a black background.,1410,13,0.0010705,
modelrun,20,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves diagonally across a black background from the upper left to the lower right.,1483,21,0.00113325,
modelrun,21,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally from the upper left to the lower right across a black background.,1556,20,0.001187,
modelrun,22,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves diagonally from the top-left to the bottom-right against a black background.,1629,22,0.00124375,
modelrun,23,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally across a black background from the top-left to the bottom-right.,1702,22,0.0012985,
modelrun,24,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally across a black background from the upper-left to the lower-right.,1775,22,0.00135325,
modelrun,25,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves diagonally from the upper left to the lower right across a black background.,1848,20,0.001406,
modelrun,26,0,google/gemma-4-31b-it,ModelRun,A white cross moves across a black screen from left to right.,1921,14,0.00145475,
modelrun,27,0,google/gemma-4-31b-it,ModelRun,A small white cross moves across a black background from left to right.,1994,15,0.0015105,
modelrun,28,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves slowly across a black screen from left to right.,2067,16,0.00156625,
modelrun,29,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves horizontally across a black background from left to right.,2140,17,0.001622,
modelrun,30,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves across a black background from left to right.,2213,15,0.00167475,
modelrun,31,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves horizontally from left to right across a black background.,2286,17,0.0017315,
modelrun,32,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves across a black background from left to right.,2359,15,0.00178425,
modelrun,33,0,google/gemma-4-31b-it,ModelRun,A small white cross moves from the left to the right side of a black screen.,2359,18,0.00178725,
modelrun,34,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves diagonally across a black background.,2359,13,0.00178225,
modelrun,35,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves across a black screen from left to right.,2359,15,0.00178425,
modelrun,36,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves diagonally across a black background from the upper left to the lower right.,2359,21,0.00179025,
modelrun,37,0,google/gemma-4-31b-it,ModelRun,A white cross moves diagonally across a black background and then disappears.,2359,14,0.00178325,
modelrun,38,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves diagonally across a black screen from the top left to the bottom right.,2359,20,0.00178925,
modelrun,39,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally from the top-left to the bottom-right of a black screen.,2359,22,0.00179125,
modelrun,40,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally from the top-left to the bottom-right of a black screen before disappearing.,2359,24,0.00179325,
modelrun,41,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally across a black screen from the upper left to the right edge before disappearing.,2359,22,0.00179125,
modelrun,42,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally across a black screen from the upper left to the right edge.,2359,20,0.00178925,
modelrun,43,0,google/gemma-4-31b-it,ModelRun,A small white cross moves diagonally from the top-left to the bottom-right on a black background before disappearing.,2359,24,0.00179325,
modelrun,44,0,google/gemma-4-31b-it,ModelRun,A white plus sign moves diagonally across a black background.,2359,12,0.00178125,
modelrun,45,0,google/gemma-4-31b-it,ModelRun,A small white plus sign moves from the left to the right side of a black screen and then disappears.,2359,22,0.00179125,
coreweave,4,0,google/gemma-4-31b-it,CoreWeave,A small white plus sign is positioned on a black background.,317,13,3.612e-05,
chutes,15,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,19,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,20,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,22,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,28,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,29,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,30,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,31,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,32,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,33,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,34,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,35,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,36,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,37,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,38,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,39,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,40,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,41,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,42,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,43,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,44,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
chutes,45,0,google/gemma-4-31b-it,,,,,,503 Server Error: Service Unavailable for url: https://openrouter.ai/api/v1/chat/completions
crusoe,13,0,google/gemma-4-31b-it,Crusoe,A small white plus sign moves across a black background.,972,12,0.00014088,
together,5,0,google/gemma-4-31b-it,Together,A small white plus sign is centered on a black background.,388,13,0.00016393,
together,15,0,google/gemma-4-31b-it,Together,A small white plus sign moves diagonally from the left to the center of a black background.,1118,19,0.00045445,
coreweave,19,0,google/gemma-4-31b-it,CoreWeave,A small white plus sign moves diagonally from the upper-left to the lower-right against a solid black background.,1412,24,0.00014936,
