trial_id,model,host,rotation_deg,n_objects,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,served_by_provider,error
e242d0c4,google/gemma-4-31b-it,crusoe,80,3,3,True,True,,,,,,,,,429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions
b4b74fdd,google/gemma-4-31b-it,crusoe,80,3,2,True,True,,,,,,,,,429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions
fe0951f5,google/gemma-4-31b-it,crusoe,80,3,6,True,True,,,,,,,,,429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions
af8a1574,google/gemma-4-31b-it,crusoe,80,3,5,True,True,,,,,,,,,429 Client Error: Too Many Requests for url: https://openrouter.ai/api/v1/chat/completions
729c2fb8,google/gemma-4-31b-it,crusoe,80,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
8346f0be,google/gemma-4-31b-it,crusoe,80,3,0,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
70f02dc7,google/gemma-4-31b-it,crusoe,80,3,1,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
f5be337d,google/gemma-4-31b-it,crusoe,80,3,13,False,False,True,True,false_alarm,2541,2,0,0.00035654,Crusoe,
7ef6632f,google/gemma-4-31b-it,crusoe,80,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
bf8883f3,google/gemma-4-31b-it,crusoe,80,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
aca2c1c8,google/gemma-4-31b-it,crusoe,120,3,2,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
19e14964,google/gemma-4-31b-it,crusoe,80,3,14,False,False,True,True,false_alarm,2541,2,0,0.00035654,Crusoe,
0a12f852,google/gemma-4-31b-it,crusoe,120,3,0,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
6ab930aa,google/gemma-4-31b-it,crusoe,80,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
ee8666da,google/gemma-4-31b-it,crusoe,120,3,3,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
6ccc831d,google/gemma-4-31b-it,crusoe,80,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
aa433461,google/gemma-4-31b-it,crusoe,120,3,1,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
146b4e16,google/gemma-4-31b-it,crusoe,120,3,4,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
bd91e5ff,google/gemma-4-31b-it,crusoe,120,3,7,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
c4faec71,google/gemma-4-31b-it,crusoe,120,3,8,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
655979e0,google/gemma-4-31b-it,crusoe,120,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
5cc95d46,google/gemma-4-31b-it,crusoe,120,3,6,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
a4ff0bda,google/gemma-4-31b-it,crusoe,120,3,9,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
69dfdfc4,google/gemma-4-31b-it,crusoe,120,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
7b955b8c,google/gemma-4-31b-it,crusoe,80,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
b69cfccf,google/gemma-4-31b-it,crusoe,120,3,5,True,True,False,False,miss,2541,2,0,0.00035654,Crusoe,
6981fb82,google/gemma-4-31b-it,crusoe,120,3,14,False,False,True,True,false_alarm,2541,2,0,0.00035654,Crusoe,
23abbe53,google/gemma-4-31b-it,crusoe,120,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
7e2c7621,google/gemma-4-31b-it,crusoe,120,3,12,False,False,True,True,false_alarm,2541,2,0,0.00035654,Crusoe,
beac3c6e,google/gemma-4-31b-it,crusoe,120,3,13,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
5a408f09,google/gemma-4-31b-it,crusoe,120,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
3d598963,google/gemma-4-31b-it,crusoe,120,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
e3e822e8,google/gemma-4-31b-it,crusoe,120,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
4d025278,google/gemma-4-31b-it,crusoe,120,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00035654,Crusoe,
54a6691e,google/gemma-4-31b-it,parasail,40,3,2,True,True,True,True,hit,2541,2,0,0.0003815,Parasail,
04b9cdd8,google/gemma-4-31b-it,parasail,40,3,1,True,True,True,True,hit,2541,2,0,0.0003815,Parasail,
11a4f5f2,google/gemma-4-31b-it,parasail,40,3,0,True,True,True,True,hit,2541,2,0,0.00036359,Parasail,
099fb563,google/gemma-4-31b-it,parasail,40,3,3,True,True,False,False,miss,2541,2,0,0.0003815,Parasail,
584ee1b6,google/gemma-4-31b-it,parasail,40,3,8,True,True,True,True,hit,2541,2,0,0.0003815,Parasail,
2f822693,google/gemma-4-31b-it,parasail,40,3,4,True,True,True,True,hit,2541,2,0,0.0003815,Parasail,
48802a6c,google/gemma-4-31b-it,parasail,40,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00038177,Parasail,
48780a51,google/gemma-4-31b-it,parasail,40,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
c6c5dfed,google/gemma-4-31b-it,parasail,40,3,6,True,True,True,True,hit,2541,2,0,0.00038177,Parasail,
35a2cf50,google/gemma-4-31b-it,parasail,40,3,5,True,True,False,False,miss,2541,2,0,0.00038177,Parasail,
e1f1ee72,google/gemma-4-31b-it,parasail,40,3,7,True,True,True,True,hit,2541,2,0,0.00036359,Parasail,
506c6ef7,google/gemma-4-31b-it,parasail,40,3,9,True,True,True,True,hit,2541,2,0,0.00038177,Parasail,
957b5366,google/gemma-4-31b-it,parasail,40,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00038159,Parasail,
1ff78ba7,google/gemma-4-31b-it,parasail,40,3,12,False,False,False,False,correct_rejection,2541,2,0,0.0003815,Parasail,
3a864db8,google/gemma-4-31b-it,parasail,40,3,13,False,False,False,False,correct_rejection,2541,2,0,0.0003815,Parasail,
2653d611,google/gemma-4-31b-it,parasail,40,3,15,False,False,False,False,correct_rejection,2541,2,0,0.0003815,Parasail,
f139ea15,google/gemma-4-31b-it,parasail,40,3,14,False,False,True,True,false_alarm,2541,2,0,0.0003815,Parasail,
3455d482,google/gemma-4-31b-it,parasail,40,3,18,False,False,False,False,correct_rejection,2541,2,0,0.0003815,Parasail,
c9487d62,google/gemma-4-31b-it,parasail,40,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
c7b49fa5,google/gemma-4-31b-it,parasail,40,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
c861e461,google/gemma-4-31b-it,parasail,80,3,0,True,True,False,False,miss,2541,2,0,0.00038177,Parasail,
f9514200,google/gemma-4-31b-it,parasail,80,3,1,True,True,False,False,miss,2541,2,0,0.00038177,Parasail,
99e5e0a3,google/gemma-4-31b-it,parasail,80,3,3,True,True,False,False,miss,2541,2,0,0.00036359,Parasail,
30344652,google/gemma-4-31b-it,parasail,80,3,2,True,True,True,True,hit,2541,2,0,0.00036359,Parasail,
d1b2ec39,google/gemma-4-31b-it,parasail,80,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
9884b54c,google/gemma-4-31b-it,parasail,80,3,8,True,True,False,False,miss,2541,2,0,0.00038177,Parasail,
8632f5f9,google/gemma-4-31b-it,parasail,80,3,5,True,True,False,False,miss,2541,2,0,0.00038177,Parasail,
92cd6bab,google/gemma-4-31b-it,parasail,80,3,4,True,True,True,True,hit,2541,2,0,0.00038177,Parasail,
a0fef1c0,google/gemma-4-31b-it,parasail,80,3,9,True,True,False,False,miss,2541,2,0,0.00038177,Parasail,
bcbb2104,google/gemma-4-31b-it,parasail,80,3,6,True,True,False,False,miss,2541,2,0,0.00038177,Parasail,
f8489d99,google/gemma-4-31b-it,parasail,80,3,7,True,True,False,False,miss,2541,2,0,0.00036359,Parasail,
4083c21d,google/gemma-4-31b-it,parasail,80,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00038177,Parasail,
44a6ae60,google/gemma-4-31b-it,parasail,80,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00038159,Parasail,
097e6afa,google/gemma-4-31b-it,parasail,80,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00038159,Parasail,
7e6d9607,google/gemma-4-31b-it,parasail,80,3,12,False,False,True,True,false_alarm,2541,2,0,0.00036359,Parasail,
eaf2739e,google/gemma-4-31b-it,parasail,80,3,13,False,False,True,True,false_alarm,2541,2,0,0.00036359,Parasail,
e126a154,google/gemma-4-31b-it,parasail,80,3,14,False,False,True,True,false_alarm,2541,2,0,0.00036359,Parasail,
ea4bfb31,google/gemma-4-31b-it,parasail,80,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
0942352d,google/gemma-4-31b-it,parasail,80,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
808941b7,google/gemma-4-31b-it,parasail,80,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
c2346107,google/gemma-4-31b-it,parasail,120,3,3,True,True,False,False,miss,2541,2,0,0.0003815,Parasail,
94d3fed9,google/gemma-4-31b-it,parasail,120,3,0,True,True,False,False,miss,2541,2,0,0.00036359,Parasail,
190d8576,google/gemma-4-31b-it,parasail,120,3,6,True,True,False,False,miss,2541,2,0,0.00036359,Parasail,
18fb873b,google/gemma-4-31b-it,parasail,120,3,1,True,True,False,False,miss,2541,2,0,0.00036359,Parasail,
748a3ce4,google/gemma-4-31b-it,parasail,120,3,9,True,True,False,False,miss,2541,2,0,0.0003815,Parasail,
c51cf207,google/gemma-4-31b-it,parasail,120,3,8,True,True,False,False,miss,2541,2,0,0.00038177,Parasail,
6f4c2e2c,google/gemma-4-31b-it,parasail,120,3,2,True,True,False,False,miss,2541,2,0,0.0003815,Parasail,
9993205e,google/gemma-4-31b-it,parasail,120,3,11,False,False,False,False,correct_rejection,2541,2,0,0.0003815,Parasail,
14a4215a,google/gemma-4-31b-it,parasail,120,3,5,True,True,False,False,miss,2541,2,0,0.0003815,Parasail,
1609fb28,google/gemma-4-31b-it,parasail,120,3,4,True,True,False,False,miss,2541,2,0,0.0003815,Parasail,
a0849650,google/gemma-4-31b-it,parasail,120,3,7,True,True,False,False,miss,2541,2,0,0.0003815,Parasail,
596075ff,google/gemma-4-31b-it,parasail,120,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
ce39770c,google/gemma-4-31b-it,parasail,120,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00038159,Parasail,
cfd361f1,google/gemma-4-31b-it,parasail,120,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
420cdd1e,google/gemma-4-31b-it,parasail,120,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
fcbb3675,google/gemma-4-31b-it,parasail,120,3,15,False,False,False,False,correct_rejection,2541,2,0,0.0003815,Parasail,
4b7578f2,google/gemma-4-31b-it,parasail,120,3,12,False,False,True,True,false_alarm,2541,2,0,0.00036359,Parasail,
b50b411a,google/gemma-4-31b-it,parasail,120,3,13,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
6fff5c33,google/gemma-4-31b-it,parasail,120,3,14,False,False,True,True,false_alarm,2541,2,0,0.00036359,Parasail,
0aac8b9a,google/gemma-4-31b-it,parasail,120,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00036359,Parasail,
1c72c596,google/gemma-4-31b-it,together,40,3,0,True,True,True,True,hit,2541,2,0,0.00099293,Together,
7edb0a8a,google/gemma-4-31b-it,together,40,3,2,True,True,True,True,hit,2541,2,0,0.00099293,Together,
116290aa,google/gemma-4-31b-it,together,40,3,3,True,True,False,False,miss,2541,2,0,0.00099293,Together,
1df1dd66,google/gemma-4-31b-it,together,40,3,1,True,True,True,True,hit,2541,2,0,0.00099293,Together,
44568304,google/gemma-4-31b-it,together,40,3,4,True,True,True,True,hit,2541,2,0,0.00099293,Together,
cd07a80e,google/gemma-4-31b-it,together,40,3,6,True,True,True,True,hit,2541,2,0,0.00099293,Together,
33d21688,google/gemma-4-31b-it,together,40,3,5,True,True,False,False,miss,2541,2,0,0.00099293,Together,
bda7ef22,google/gemma-4-31b-it,together,40,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
30da59a3,google/gemma-4-31b-it,together,40,3,8,True,True,True,True,hit,2541,2,0,0.00099293,Together,
f45eeb5d,google/gemma-4-31b-it,together,40,3,7,True,True,True,True,hit,2541,2,0,0.00099293,Together,
4a39580d,google/gemma-4-31b-it,together,40,3,9,True,True,True,True,hit,2541,2,0,0.00099293,Together,
1147e2db,google/gemma-4-31b-it,together,40,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
60a9185d,google/gemma-4-31b-it,together,40,3,14,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
60267ee9,google/gemma-4-31b-it,together,40,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
39a3d3fb,google/gemma-4-31b-it,together,40,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
dc8d8ff0,google/gemma-4-31b-it,together,40,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
8a2c3263,google/gemma-4-31b-it,together,80,3,2,True,True,True,True,hit,2541,2,0,0.00099293,Together,
11ec56dc,google/gemma-4-31b-it,together,80,3,1,True,True,False,False,miss,2541,2,0,0.00099293,Together,
ef539abc,google/gemma-4-31b-it,together,80,3,0,True,True,False,False,miss,2541,2,0,0.00099293,Together,
d150dc99,google/gemma-4-31b-it,together,80,3,3,True,True,False,False,miss,2541,2,0,0.00099293,Together,
db30f424,google/gemma-4-31b-it,together,40,3,13,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
a0401e67,google/gemma-4-31b-it,together,40,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
8c067378,google/gemma-4-31b-it,together,40,3,12,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
db0e06e6,google/gemma-4-31b-it,together,80,3,8,True,True,False,False,miss,2541,2,0,0.00099293,Together,
9a598183,google/gemma-4-31b-it,together,80,3,9,True,True,False,False,miss,2541,2,0,0.00099293,Together,
fa989f86,google/gemma-4-31b-it,together,40,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
a6816aa4,google/gemma-4-31b-it,together,80,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
8e46f4b1,google/gemma-4-31b-it,together,80,3,12,False,False,True,True,false_alarm,2541,2,0,0.00099293,Together,
2e9c95bb,google/gemma-4-31b-it,together,80,3,14,False,False,True,True,false_alarm,2541,2,0,0.00099293,Together,
1045141f,google/gemma-4-31b-it,together,80,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
5d3d3bb0,google/gemma-4-31b-it,together,80,3,16,False,False,True,True,false_alarm,2541,2,0,0.00099293,Together,
b7b4c8b2,google/gemma-4-31b-it,together,80,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
916966f2,google/gemma-4-31b-it,together,80,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
96c2e3e8,google/gemma-4-31b-it,together,80,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
73e4e803,google/gemma-4-31b-it,together,120,3,1,True,True,False,False,miss,2541,2,0,0.00099293,Together,
95c4cfae,google/gemma-4-31b-it,together,120,3,0,True,True,False,False,miss,2541,2,0,0.00099293,Together,
22600de1,google/gemma-4-31b-it,together,120,3,2,True,True,False,False,miss,2541,2,0,0.00099293,Together,
fe90a715,google/gemma-4-31b-it,together,120,3,3,True,True,False,False,miss,2541,2,0,0.00099293,Together,
4bcdba4c,google/gemma-4-31b-it,together,120,3,4,True,True,False,False,miss,2541,2,0,0.00099293,Together,
a245c21c,google/gemma-4-31b-it,together,120,3,5,True,True,False,False,miss,2541,2,0,0.00099293,Together,
97f33209,google/gemma-4-31b-it,together,120,3,6,True,True,False,False,miss,2541,2,0,0.00099293,Together,
f1c19c17,google/gemma-4-31b-it,together,120,3,7,True,True,False,False,miss,2541,2,0,0.00099293,Together,
f1692008,google/gemma-4-31b-it,together,120,3,8,True,True,False,False,miss,2541,2,0,0.00099293,Together,
d42b2510,google/gemma-4-31b-it,together,120,3,9,True,True,False,False,miss,2541,2,0,0.00099293,Together,
9c2c78a0,google/gemma-4-31b-it,together,120,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
00a4c037,google/gemma-4-31b-it,together,120,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
e184ed0e,google/gemma-4-31b-it,together,120,3,13,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
d0261cd0,google/gemma-4-31b-it,together,120,3,12,False,False,True,True,false_alarm,2541,2,0,0.00099293,Together,
7d681b7b,google/gemma-4-31b-it,together,120,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
0f8cbe77,google/gemma-4-31b-it,together,120,3,14,False,False,True,True,false_alarm,2541,2,0,0.00099293,Together,
5965d9cd,google/gemma-4-31b-it,together,120,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
099d94fb,google/gemma-4-31b-it,together,120,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
04cbd862,google/gemma-4-31b-it,together,120,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
47860a74,google/gemma-4-31b-it,together,120,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
b62dd4c5,google/gemma-4-31b-it,modelrun,40,3,0,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
f48c257a,google/gemma-4-31b-it,modelrun,40,3,1,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
ccb26492,google/gemma-4-31b-it,modelrun,40,3,2,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
580355e8,google/gemma-4-31b-it,modelrun,40,3,3,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
2dc7b4b7,google/gemma-4-31b-it,modelrun,40,3,5,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
72ee64a9,google/gemma-4-31b-it,modelrun,40,3,4,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
815fa063,google/gemma-4-31b-it,modelrun,40,3,6,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
5db2dc4b,google/gemma-4-31b-it,modelrun,40,3,7,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
710b3d69,google/gemma-4-31b-it,modelrun,40,3,8,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
421cd874,google/gemma-4-31b-it,modelrun,40,3,9,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
56b7154f,google/gemma-4-31b-it,together,80,3,6,True,True,False,False,miss,2541,2,0,0.00099293,Together,
b37f732c,google/gemma-4-31b-it,together,80,3,5,True,True,False,False,miss,2541,2,0,0.00099293,Together,
cc651017,google/gemma-4-31b-it,together,80,3,4,True,True,True,True,hit,2541,2,0,0.00099293,Together,
dc301435,google/gemma-4-31b-it,together,80,3,7,True,True,True,True,hit,2541,2,0,0.00099293,Together,
cf773804,google/gemma-4-31b-it,modelrun,40,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
3c6db94b,google/gemma-4-31b-it,modelrun,40,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
1e9ff321,google/gemma-4-31b-it,together,80,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
ca79fdb8,google/gemma-4-31b-it,together,80,3,13,False,False,False,False,correct_rejection,2541,2,0,0.00099293,Together,
5c94e0de,google/gemma-4-31b-it,modelrun,40,3,12,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
08280ec6,google/gemma-4-31b-it,modelrun,40,3,13,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
3c8def6f,google/gemma-4-31b-it,modelrun,40,3,14,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
480a5810,google/gemma-4-31b-it,modelrun,40,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
fa9bf9ca,google/gemma-4-31b-it,modelrun,40,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
44361726,google/gemma-4-31b-it,modelrun,40,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
67d8aa14,google/gemma-4-31b-it,modelrun,40,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
13d2f6fb,google/gemma-4-31b-it,modelrun,40,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
be215438,google/gemma-4-31b-it,modelrun,80,3,1,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
86aca361,google/gemma-4-31b-it,modelrun,80,3,0,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
6d77481f,google/gemma-4-31b-it,modelrun,80,3,2,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
dc956a97,google/gemma-4-31b-it,modelrun,80,3,3,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
43e8b2e5,google/gemma-4-31b-it,modelrun,80,3,5,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
86c3ba63,google/gemma-4-31b-it,modelrun,80,3,4,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
83e3c3e3,google/gemma-4-31b-it,modelrun,80,3,6,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
a21188cf,google/gemma-4-31b-it,modelrun,80,3,7,True,True,True,True,hit,2541,2,0,0.00190775,ModelRun,
b2f4ec21,google/gemma-4-31b-it,modelrun,80,3,8,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
137a3ee8,google/gemma-4-31b-it,modelrun,80,3,9,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
2d986aac,google/gemma-4-31b-it,modelrun,80,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
7545f570,google/gemma-4-31b-it,modelrun,80,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
68bc83d6,google/gemma-4-31b-it,modelrun,80,3,12,False,False,True,True,false_alarm,2541,2,0,0.00190775,ModelRun,
caedbe53,google/gemma-4-31b-it,modelrun,80,3,13,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
5711b31b,google/gemma-4-31b-it,modelrun,80,3,14,False,False,True,True,false_alarm,2541,2,0,0.00190775,ModelRun,
5e176117,google/gemma-4-31b-it,modelrun,80,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
d908491e,google/gemma-4-31b-it,modelrun,80,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
ced90ce3,google/gemma-4-31b-it,modelrun,80,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
9e95efdd,google/gemma-4-31b-it,modelrun,80,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
24510b56,google/gemma-4-31b-it,modelrun,80,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
675b2453,google/gemma-4-31b-it,modelrun,120,3,0,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
176662b2,google/gemma-4-31b-it,modelrun,120,3,1,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
3c408973,google/gemma-4-31b-it,modelrun,120,3,2,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
ae35fd9d,google/gemma-4-31b-it,modelrun,120,3,3,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
ee65114f,google/gemma-4-31b-it,modelrun,120,3,4,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
7641b3b4,google/gemma-4-31b-it,modelrun,120,3,5,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
cd252fb1,google/gemma-4-31b-it,modelrun,120,3,6,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
6117c3d1,google/gemma-4-31b-it,modelrun,120,3,7,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
3e409755,google/gemma-4-31b-it,modelrun,120,3,8,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
a15de0d5,google/gemma-4-31b-it,modelrun,120,3,9,True,True,False,False,miss,2541,2,0,0.00190775,ModelRun,
ba4951fa,google/gemma-4-31b-it,modelrun,120,3,11,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
017a861e,google/gemma-4-31b-it,modelrun,120,3,10,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
56cc6e27,google/gemma-4-31b-it,modelrun,120,3,13,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
6331a0f5,google/gemma-4-31b-it,modelrun,120,3,12,False,False,True,True,false_alarm,2541,2,0,0.00190775,ModelRun,
1d5636a3,google/gemma-4-31b-it,modelrun,120,3,14,False,False,True,True,false_alarm,2541,2,0,0.00190775,ModelRun,
9468184f,google/gemma-4-31b-it,modelrun,120,3,15,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
d5c76c78,google/gemma-4-31b-it,modelrun,120,3,16,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
4f44d35d,google/gemma-4-31b-it,modelrun,120,3,17,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
7775875e,google/gemma-4-31b-it,modelrun,120,3,18,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
6b3c3b0f,google/gemma-4-31b-it,modelrun,120,3,19,False,False,False,False,correct_rejection,2541,2,0,0.00190775,ModelRun,
