trial_id,model,seed,n_circles,n_cued,fps,speed_px_s,tracking_s,total_duration_s,cued_letters,predicted_letters,exact_match,correct_count,precision,recall,error
0a871f82,qwen/qwen3.5-flash-02-23,9,5,1,4,140.0,6.0,10.0,E,E,True,True,1.0,1.0,
d228bf8c,qwen/qwen3.5-flash-02-23,0,5,1,4,140.0,10.0,14.0,E,D,False,True,0.0,0.0,
76586834,qwen/qwen3.5-flash-02-23,5,5,1,4,140.0,10.0,14.0,D,E,False,True,0.0,0.0,
5419d2bc,qwen/qwen3.5-flash-02-23,4,5,1,4,140.0,10.0,14.0,D,B,False,True,0.0,0.0,
3562501b,qwen/qwen3.5-flash-02-23,7,5,1,4,140.0,10.0,14.0,B,C,False,True,0.0,0.0,
46e4e1b7,qwen/qwen3.5-flash-02-23,8,5,1,4,140.0,10.0,14.0,B,C,False,True,0.0,0.0,
7f297f19,qwen/qwen3.5-flash-02-23,1,5,1,4,140.0,10.0,14.0,E,A,False,True,0.0,0.0,
be070d89,qwen/qwen3.5-flash-02-23,9,5,1,4,140.0,10.0,14.0,E,B,False,True,0.0,0.0,
4a465a8e,qwen/qwen3.5-flash-02-23,2,5,1,4,140.0,10.0,14.0,D,E,False,True,0.0,0.0,
ad74ac03,qwen/qwen3.5-flash-02-23,6,5,1,4,140.0,10.0,14.0,C,E,False,True,0.0,0.0,
96f9496d,qwen/qwen3.5-flash-02-23,5,5,1,4,140.0,12.0,16.0,D,E,False,True,0.0,0.0,
1f7756e6,qwen/qwen3.5-flash-02-23,1,5,1,4,140.0,12.0,16.0,E,B,False,True,0.0,0.0,
b367839b,qwen/qwen3.5-flash-02-23,0,5,1,4,140.0,12.0,16.0,E,A,False,True,0.0,0.0,
04c5d9b6,qwen/qwen3.5-flash-02-23,7,5,1,4,140.0,12.0,16.0,B,C,False,True,0.0,0.0,
6d9f4194,qwen/qwen3.5-flash-02-23,2,5,1,4,140.0,12.0,16.0,D,E,False,True,0.0,0.0,
025c1344,qwen/qwen3.5-flash-02-23,4,5,1,4,140.0,12.0,16.0,D,A,False,True,0.0,0.0,
8dfc65ad,qwen/qwen3.5-flash-02-23,8,5,1,4,140.0,12.0,16.0,B,A,False,True,0.0,0.0,
74a667f4,qwen/qwen3.5-flash-02-23,3,5,1,4,140.0,12.0,16.0,C,"A,B,C,D,E",False,False,0.2,1.0,
db1f529c,qwen/qwen3.5-flash-02-23,6,5,1,4,140.0,12.0,16.0,C,"A,B,C,D,E",False,False,0.2,1.0,
4e921457,qwen/qwen3.5-flash-02-23,9,5,1,4,140.0,12.0,16.0,E,D,False,True,0.0,0.0,
46749784,qwen/qwen3.5-flash-02-23,2,5,1,4,70.0,8.0,12.0,D,D,True,True,1.0,1.0,
46250cb9,qwen/qwen3.5-flash-02-23,2,5,1,4,70.0,4.0,8.0,D,D,True,True,1.0,1.0,
6700fd53,qwen/qwen3.5-flash-02-23,9,5,1,4,140.0,8.0,12.0,E,E,True,True,1.0,1.0,
067ea27b,qwen/qwen3.5-flash-02-23,3,5,1,4,140.0,10.0,14.0,C,A,False,True,0.0,0.0,
0b1846a2,qwen/qwen3.5-flash-02-23,5,5,1,4,122.5,8.0,12.0,D,A,False,True,0.0,0.0,
58e1fb4a,qwen/qwen3.5-flash-02-23,3,5,1,4,70.0,6.0,10.0,C,C,True,True,1.0,1.0,
