trial_id,model,rotation_deg,variant,n_objects,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,error
93695953,qwen/qwen3.8-27b,280,native,3,7,True,True,False,False,miss,1728,2,0,0.0006492,
6330ad7e,qwen/qwen3.8-27b,280,native,3,6,True,True,True,True,hit,1728,2,0,0.0006492,
21b49cbc,qwen/qwen3.8-27b,280,native,3,9,True,True,True,True,hit,1728,2,0,0.0006492,
450b230f,qwen/qwen3.8-27b,280,native,3,10,False,False,True,True,false_alarm,1728,2,0,0.0006492,
9528a8a6,qwen/qwen3.8-27b,280,native,3,8,True,True,False,False,miss,2640,2,0,0.001062,
e3054b48,qwen/qwen3.8-27b,280,native,3,11,False,False,True,True,false_alarm,1728,2,0,0.0006492,
3070fe2c,qwen/qwen3.8-27b,280,native,3,12,False,False,True,True,false_alarm,1728,2,0,0.0006492,
fc01c24f,qwen/qwen3.8-27b,280,native,3,15,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
05153b51,qwen/qwen3.8-27b,280,native,3,14,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
27bfbbee,qwen/qwen3.8-27b,280,native,3,13,False,False,True,True,false_alarm,1728,2,0,0.0006492,
91307b76,qwen/qwen3.8-27b,280,native,3,16,False,False,True,True,false_alarm,1728,2,0,0.0006492,
3a522b98,qwen/qwen3.8-27b,280,native,3,17,False,False,True,True,false_alarm,1728,2,0,0.0006492,
f6b2c96c,qwen/qwen3.8-27b,280,native,3,18,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
c521f5d8,qwen/qwen3.8-27b,280,native,3,19,False,False,True,True,false_alarm,1728,2,0,0.0006492,
78c5c426,qwen/qwen3.8-27b,280,stretched,3,0,True,True,False,False,miss,7848,2,0,0.0030972,
3a53da4d,qwen/qwen3.8-27b,280,stretched,3,5,True,True,False,False,miss,7848,2,0,0.0030972,
6af73ace,qwen/qwen3.8-27b,280,stretched,3,3,True,True,False,False,miss,7848,2,0,0.0030972,
1276cec6,qwen/qwen3.8-27b,280,stretched,3,1,True,True,False,False,miss,7848,2,0,0.0030972,
a1ada867,qwen/qwen3.8-27b,280,stretched,3,4,True,True,False,False,miss,7848,2,0,0.0030972,
ad92c22e,qwen/qwen3.8-27b,280,stretched,3,2,True,True,False,False,miss,7848,2,0,0.0030972,
670d8eb4,qwen/qwen3.8-27b,280,stretched,3,6,True,True,False,False,miss,7848,2,0,0.0030972,
0ed036f9,qwen/qwen3.8-27b,280,stretched,3,8,True,True,False,False,miss,7848,2,0,0.0030972,
40539fb9,qwen/qwen3.8-27b,280,stretched,3,7,True,True,True,True,hit,7848,2,0,0.0030972,
0cc02b9e,qwen/qwen3.8-27b,280,stretched,3,9,True,True,False,False,miss,7848,2,0,0.0030972,
e132b58c,qwen/qwen3.8-27b,280,stretched,3,11,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
d41058db,qwen/qwen3.8-27b,280,stretched,3,10,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
5b1eba5e,qwen/qwen3.8-27b,280,stretched,3,12,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
ea29ce62,qwen/qwen3.8-27b,280,stretched,3,15,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
181a8233,qwen/qwen3.8-27b,280,stretched,3,16,False,False,True,True,false_alarm,7848,2,0,0.0030972,
31709066,qwen/qwen3.8-27b,280,stretched,3,14,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
fd9fd1f2,qwen/qwen3.8-27b,280,stretched,3,18,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
03869a75,qwen/qwen3.8-27b,280,stretched,3,19,False,False,True,True,false_alarm,7848,2,0,0.0030972,
821bb443,qwen/qwen3.8-27b,280,stretched,3,13,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
af5a21d9,qwen/qwen3.8-27b,280,stretched,3,17,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
61f815fb,qwen/qwen3.8-27b,320,native,3,2,True,True,False,False,miss,1728,2,0,0.0006492,
f75a2eed,qwen/qwen3.8-27b,320,native,3,4,True,True,False,False,miss,1728,2,0,0.0006492,
50051653,qwen/qwen3.8-27b,320,native,3,3,True,True,True,True,hit,1728,2,0,0.0006492,
80ec58a0,qwen/qwen3.8-27b,320,native,3,5,True,True,True,True,hit,1728,2,0,0.0006492,
622f275a,qwen/qwen3.8-27b,320,native,3,0,True,True,False,False,miss,1728,2,0,0.0006492,
54d3e46f,qwen/qwen3.8-27b,320,native,3,1,True,True,False,False,miss,1728,2,0,0.0006492,
a66143d6,qwen/qwen3.8-27b,320,native,3,6,True,True,False,False,miss,1728,2,0,0.0006492,
22d8451e,qwen/qwen3.8-27b,320,native,3,9,True,True,True,True,hit,1728,2,0,0.0006492,
cd238478,qwen/qwen3.8-27b,320,native,3,8,True,True,False,False,miss,1728,2,0,0.0006492,
53d88080,qwen/qwen3.8-27b,320,native,3,7,True,True,True,True,hit,1728,2,0,0.0006492,
1fc1419c,qwen/qwen3.8-27b,320,native,3,11,False,False,True,True,false_alarm,1728,2,0,0.0006492,
f026221b,qwen/qwen3.8-27b,320,native,3,10,False,False,True,True,false_alarm,1728,2,0,0.0006492,
0134a29f,qwen/qwen3.8-27b,320,native,3,12,False,False,True,True,false_alarm,1728,2,0,0.0006492,
5fcf284b,qwen/qwen3.8-27b,320,native,3,15,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
4326d54f,qwen/qwen3.8-27b,320,native,3,14,False,False,True,True,false_alarm,1728,2,0,0.0006492,
e8180fb3,qwen/qwen3.8-27b,320,native,3,13,False,False,True,True,false_alarm,1728,2,0,0.0006492,
9df784e8,qwen/qwen3.8-27b,320,native,3,16,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
c84a6ddc,qwen/qwen3.8-27b,320,native,3,17,False,False,True,True,false_alarm,1728,2,0,0.0006492,
0339e44f,qwen/qwen3.8-27b,320,native,3,18,False,False,True,True,false_alarm,1728,2,0,0.0006492,
aae8bfe0,qwen/qwen3.8-27b,320,native,3,19,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
0d83b743,qwen/qwen3.8-27b,320,stretched,3,4,True,True,False,False,miss,7848,2,0,0.0030972,
f14a6600,qwen/qwen3.8-27b,320,stretched,3,5,True,True,False,False,miss,7848,2,0,0.0030972,
0d1a0cca,qwen/qwen3.8-27b,320,stretched,3,2,True,True,False,False,miss,7848,2,0,0.0030972,
0f3eb94a,qwen/qwen3.8-27b,320,stretched,3,1,True,True,False,False,miss,7848,2,0,0.0030972,
ae6c9d36,qwen/qwen3.8-27b,320,stretched,3,6,True,True,True,True,hit,7848,2,0,0.0030972,
59ec59ed,qwen/qwen3.8-27b,320,stretched,3,0,True,True,False,False,miss,7848,2,0,0.0030972,
05c6d61b,qwen/qwen3.8-27b,320,stretched,3,3,True,True,False,False,miss,7848,2,0,0.0030972,
9452c75b,qwen/qwen3.8-27b,320,stretched,3,8,True,True,False,False,miss,7848,2,0,0.0030972,
2266c38f,qwen/qwen3.8-27b,320,stretched,3,7,True,True,False,False,miss,7848,2,0,0.0030972,
25e31ed7,qwen/qwen3.8-27b,320,stretched,3,10,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
00b8967c,qwen/qwen3.8-27b,320,stretched,3,9,True,True,False,False,miss,7848,2,0,0.0030972,
174b8d1a,qwen/qwen3.8-27b,320,stretched,3,11,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
682916df,qwen/qwen3.8-27b,320,stretched,3,12,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
aab6b154,qwen/qwen3.8-27b,320,stretched,3,15,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
b6343efc,qwen/qwen3.8-27b,320,stretched,3,13,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
3c4bdf5d,qwen/qwen3.8-27b,320,stretched,3,16,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
383b609c,qwen/qwen3.8-27b,320,stretched,3,18,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
08238310,qwen/qwen3.8-27b,320,stretched,3,17,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
d386a3ec,qwen/qwen3.8-27b,360,native,3,0,True,True,True,True,hit,1728,2,0,0.0006492,
d8dca6f4,qwen/qwen3.8-27b,320,stretched,3,14,False,False,True,True,false_alarm,7848,2,0,0.0030972,
3be2d01d,qwen/qwen3.8-27b,360,native,3,2,True,True,True,True,hit,1728,2,0,0.0006492,
b242d573,qwen/qwen3.8-27b,360,native,3,4,True,True,True,True,hit,1728,2,0,0.0006492,
15cd60a9,qwen/qwen3.8-27b,360,native,3,1,True,True,False,False,miss,1728,2,0,0.0006492,
258bc0ef,qwen/qwen3.8-27b,360,native,3,3,True,True,True,True,hit,1728,2,0,0.0006492,
32e80e63,qwen/qwen3.8-27b,360,native,3,5,True,True,True,True,hit,1728,2,0,0.0006492,
1fa260c5,qwen/qwen3.8-27b,320,stretched,3,19,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
9e5e6e50,qwen/qwen3.8-27b,360,native,3,6,True,True,True,True,hit,1728,2,0,0.0006492,
ba82c2e2,qwen/qwen3.8-27b,360,native,3,8,True,True,True,True,hit,1728,2,0,0.0006492,
f77d60b6,qwen/qwen3.8-27b,360,native,3,10,False,False,True,True,false_alarm,1728,2,0,0.0006492,
52231624,qwen/qwen3.8-27b,360,native,3,9,True,True,False,False,miss,1728,2,0,0.0006492,
1759766d,qwen/qwen3.8-27b,360,native,3,7,True,True,True,True,hit,1728,2,0,0.0006492,
8b690971,qwen/qwen3.8-27b,360,native,3,11,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
711fd7b1,qwen/qwen3.8-27b,360,native,3,12,False,False,True,True,false_alarm,1728,2,0,0.0006492,
d65adf20,qwen/qwen3.8-27b,360,native,3,13,False,False,True,True,false_alarm,1728,2,0,0.0006492,
58d41d9b,qwen/qwen3.8-27b,360,native,3,14,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
d0cea070,qwen/qwen3.8-27b,360,native,3,15,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
19432dcb,qwen/qwen3.8-27b,360,native,3,16,False,False,True,True,false_alarm,1728,2,0,0.0006492,
69849025,qwen/qwen3.8-27b,360,native,3,17,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
224374a5,qwen/qwen3.8-27b,360,native,3,18,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
d6f3cd33,qwen/qwen3.8-27b,360,native,3,19,False,False,True,True,false_alarm,1728,2,0,0.0006492,
db5a5799,qwen/qwen3.8-27b,360,stretched,3,2,True,True,True,True,hit,7848,2,0,0.0030972,
7e003733,qwen/qwen3.8-27b,360,stretched,3,1,True,True,True,True,hit,7848,2,0,0.0030972,
60e45b15,qwen/qwen3.8-27b,360,stretched,3,4,True,True,True,True,hit,7848,2,0,0.0030972,
53350151,qwen/qwen3.8-27b,360,stretched,3,0,True,True,True,True,hit,7848,2,0,0.0030972,
d3750883,qwen/qwen3.8-27b,360,stretched,3,3,True,True,False,False,miss,7848,2,0,0.0030972,
3d84dced,qwen/qwen3.8-27b,360,stretched,3,5,True,True,False,False,miss,7848,2,0,0.0030972,
e55af648,qwen/qwen3.8-27b,360,stretched,3,8,True,True,True,True,hit,7848,2,0,0.0030972,
7225cf39,qwen/qwen3.8-27b,360,stretched,3,7,True,True,True,True,hit,7848,2,0,0.0030972,
72132f62,qwen/qwen3.8-27b,360,stretched,3,11,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
6c18dadb,qwen/qwen3.8-27b,360,stretched,3,10,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
72946c7e,qwen/qwen3.8-27b,360,stretched,3,6,True,True,True,True,hit,7848,2,0,0.0030972,
71b177b3,qwen/qwen3.8-27b,360,stretched,3,9,True,True,True,True,hit,7848,2,0,0.0030972,
23956ea9,qwen/qwen3.8-27b,360,stretched,3,14,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
4b2ea578,qwen/qwen3.8-27b,360,stretched,3,13,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
df1750c1,qwen/qwen3.8-27b,360,stretched,3,12,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
8bf96d87,qwen/qwen3.8-27b,360,stretched,3,15,False,False,True,True,false_alarm,7848,2,0,0.0030972,
38332d1e,qwen/qwen3.8-27b,360,stretched,3,16,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
05af9b03,qwen/qwen3.8-27b,360,stretched,3,17,False,False,True,True,false_alarm,7848,2,0,0.0030972,
446a2971,qwen/qwen3.8-27b,360,stretched,3,18,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
88d6be2d,qwen/qwen3.8-27b,360,stretched,3,19,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
